DEJ:
253,173,232
247,164,226
244,160,224
240,157,219
237,157,218
236,159,217
238,162,220
240,165,221
240,165,221
241,164,222
247,165,224
252,166,228
255,165,230
255,162,230
255,157,228
255,152,225
255,149,221
246,137,205
239,129,195
227,114,181
217,101,168
214,91,159
215,89,155
220,90,155
225,91,157
234,101,164
240,107,169
244,114,175
242,114,173
234,111,169
230,110,165
231,112,167
231,117,170
248,137,187
243,153,212
244,152,211
250,155,216
255,158,222
249,151,217
239,141,207
230,132,198
229,132,198
233,139,203
244,154,214
253,165,225
254,169,227
254,171,226
255,171,229
251,166,228
249,164,226
245,162,224
242,162,221
241,165,223
240,167,223
240,167,223
239,166,222
236,163,219
241,164,222
247,167,226
255,170,232
255,169,234
255,166,233
255,162,232
255,160,228
247,150,216
240,143,205
233,129,194
222,115,178
218,102,167
217,94,160
217,91,156
220,90,155
228,97,160
234,104,167
240,113,174
241,117,177
238,118,177
235,120,177
237,126,182
238,132,185
248,145,196
252,151,202
246,153,214
250,153,217
253,153,218
247,147,213
238,138,204
227,129,195
229,132,198
234,143,206
245,157,217
253,165,225
254,167,225
254,167,223
255,170,228
255,169,229
253,169,228
252,170,229
250,173,230
249,176,232
248,178,231
244,176,229
242,174,227
239,171,224
244,173,229
250,176,234
255,178,239
255,179,242
255,176,242
255,175,241
255,174,238
255,171,233
251,166,224
245,152,213
237,139,199
231,124,186
226,112,175
226,104,168
226,100,165
234,107,169
237,112,174
242,119,181
243,125,184
241,128,186
239,132,189
239,136,193
239,141,195
242,146,200
245,151,205
249,156,207
246,153,204
248,151,215
252,149,216
246,143,210
236,135,203
226,129,196
227,135,200
236,146,211
246,160,222
251,165,227
250,164,224
252,165,223
255,168,226
254,170,228
251,172,229
252,175,232
255,180,234
255,185,238
252,186,237
247,184,234
242,182,230
243,182,232
247,183,235
253,186,241
255,188,245
255,188,248
255,187,248
255,185,248
255,184,245
255,187,243
255,182,236
255,171,229
249,159,218
243,145,205
238,131,193
235,121,184
235,115,179
244,123,184
247,126,187
247,130,191
248,134,194
245,137,196
242,139,196
238,141,198
237,143,198
238,144,201
241,150,205
243,152,207
239,149,202
226,138,191
215,127,180
248,148,214
243,137,206
242,136,207
242,140,211
235,139,209
241,150,219
244,160,225
244,163,226
243,162,225
247,164,226
250,164,226
247,163,222
245,167,221
247,173,225
251,182,233
255,192,241
255,198,246
255,200,245
254,199,244
251,198,242
243,189,236
244,190,237
247,191,240
251,192,243
254,192,246
255,191,248
255,191,251
255,192,249
255,196,248
255,195,246
255,190,244
255,181,236
255,167,223
249,152,209
243,140,198
243,133,192
250,136,199
253,139,202
255,142,205
255,146,208
252,148,209
248,148,206
242,146,206
239,145,202
242,148,207
242,148,205
239,148,204
233,142,197
223,135,189
213,128,180
206,121,173
243,137,206
243,137,208
243,141,212
244,150,221
245,160,228
246,168,232
241,166,228
236,161,223
235,158,219
235,155,216
229,152,209
233,164,215
237,172,221
247,185,231
254,197,242
255,206,249
255,210,252
255,210,249
253,208,247
246,200,242
245,199,241
244,195,241
245,193,240
246,190,241
250,191,242
254,192,246
255,194,246
255,200,250
255,200,250
255,196,247
255,189,241
255,178,233
255,166,222
249,154,211
249,147,205
246,142,203
250,143,205
253,146,208
253,149,210
250,150,210
246,148,208
240,145,206
238,144,203
235,139,199
234,138,198
232,136,196
227,133,190
219,128,184
213,125,179
211,123,176
212,122,175
214,122,173
239,133,202
242,136,205
243,144,212
250,163,231
248,172,236
247,177,240
238,174,234
231,167,226
228,163,219
227,156,213
220,152,205
223,164,209
226,173,216
238,188,228
247,202,241
255,213,250
255,218,255
255,221,255
255,220,254
251,215,251
249,211,247
245,203,244
241,197,238
241,192,238
245,191,238
248,192,241
250,194,243
251,196,243
251,193,241
253,191,239
255,189,238
255,184,236
255,176,229
251,164,220
248,157,213
245,149,209
248,150,210
249,150,212
248,149,211
246,147,209
242,143,205
235,138,202
235,136,198
229,125,188
229,125,186
225,122,183
221,121,179
219,122,179
218,124,179
219,125,179
220,126,180
221,126,177
224,127,177
230,131,179
245,143,208
248,154,218
252,172,233
250,182,241
247,189,247
241,189,243
236,184,237
236,180,231
235,176,227
231,173,221
223,176,215
226,183,220
232,195,229
241,206,240
248,216,247
253,222,253
254,226,255
255,227,255
255,227,255
252,221,252
248,212,248
243,205,241
242,198,239
242,194,236
243,192,236
246,193,237
241,186,231
240,183,228
241,181,229
246,184,232
254,185,236
255,181,233
250,172,226
246,163,218
246,159,217
248,158,217
248,155,216
247,150,212
243,143,208
235,135,200
228,128,193
228,124,189
226,114,178
227,113,177
224,113,175
224,115,177
225,119,178
227,124,181
229,128,184
230,130,182
229,128,180
228,127,178
232,127,176
235,126,174
234,122,169
228,114,161
222,104,152
218,99,144
251,151,209
253,164,220
251,179,232
249,193,242
250,204,251
246,207,252
245,207,249
246,206,247
249,203,245
246,201,240
236,201,235
233,205,235
236,208,237
238,213,241
241,219,244
245,224,249
250,230,253
253,233,255
254,232,255
254,229,255
253,222,253
251,217,248
249,208,245
245,202,239
243,196,235
242,192,232
243,187,230
240,184,227
241,182,227
244,185,230
251,189,237
254,189,238
252,183,234
249,177,230
251,174,231
253,172,229
253,165,225
249,155,219
244,144,210
235,132,199
227,122,189
226,115,183
230,107,175
233,107,173
231,109,173
233,113,177
234,120,180
237,125,183
236,126,184
235,127,180
234,126,179
233,123,175
231,118,168
229,114,163
228,110,158
226,104,150
223,98,144
218,94,138
245,164,211
248,183,229
247,199,241
247,212,252
245,219,255
247,222,255
253,224,255
255,223,255
254,222,253
251,226,254
244,225,250
241,222,247
238,222,245
237,224,246
241,229,249
245,233,253
248,236,255
251,234,255
253,233,255
255,230,255
255,226,255
255,218,250
252,210,245
246,202,238
246,197,235
246,190,231
245,186,230
242,185,230
243,186,231
247,189,237
252,192,240
250,189,239
252,186,237
255,188,244
255,185,241
255,176,238
255,165,228
250,150,216
241,136,203
232,123,192
232,115,184
239,107,177
240,105,173
238,106,172
239,111,176
240,117,179
242,122,181
238,121,178
234,120,174
232,118,171
230,115,165
228,110,159
226,106,154
227,103,149
226,99,144
227,95,141
224,92,138
238,160,201
239,179,219
239,197,232
240,213,246
240,222,251
245,228,255
251,232,255
255,233,255
255,232,255
254,235,255
246,234,255
242,230,252
237,228,248
236,227,247
236,230,247
239,233,250
243,235,252
248,236,254
252,235,255
255,235,255
255,231,255
255,225,255
255,218,250
253,210,243
254,206,242
250,194,235
250,192,233
246,190,233
245,189,232
244,189,234
246,191,238
249,193,242
252,193,243
255,195,250
255,191,247
255,182,243
255,170,233
255,155,221
246,139,208
238,126,198
241,119,190
250,112,183
249,107,176
243,104,171
239,105,171
239,109,172
239,112,173
233,112,170
231,111,166
228,108,162
226,107,158
227,104,154
228,102,151
231,101,148
231,99,145
231,96,142
230,93,137
226,172,209
229,189,224
234,207,240
237,219,248
242,227,255
250,233,255
255,235,255
254,235,255
248,234,255
245,232,255
242,229,253
239,227,249
238,226,248
239,227,249
238,229,250
241,229,251
249,236,255
251,235,255
255,235,255
255,232,255
255,228,255
255,222,252
255,217,248
255,213,246
255,202,241
255,201,240
251,198,238
247,195,235
243,193,235
245,194,238
250,198,245
255,201,250
255,197,248
255,192,247
255,183,244
255,171,235
255,156,224
248,140,212
241,129,201
245,120,194
255,116,187
255,108,178
245,100,168
240,98,165
239,101,165
239,104,166
236,103,165
232,103,162
228,99,156
230,100,153
232,101,152
234,101,151
237,102,150
236,101,147
235,97,144
231,94,138
226,176,218
227,185,226
231,197,237
234,207,246
237,214,252
237,219,255
240,222,255
242,226,255
243,227,255
244,226,255
245,225,254
244,221,253
237,213,245
231,207,239
234,211,243
240,219,251
245,227,255
251,233,255
255,235,255
253,231,255
254,226,255
255,224,253
255,220,250
255,215,246
255,211,244
255,206,243
250,202,238
244,198,234
241,197,234
242,198,237
246,200,242
251,202,248
254,198,247
255,194,249
255,189,250
255,181,245
255,168,238
255,152,225
246,134,211
246,122,198
255,117,190
255,106,176
246,95,165
240,90,160
237,88,156
236,87,155
238,89,157
240,94,159
238,92,156
238,94,153
237,96,153
240,100,154
241,102,153
238,102,150
233,98,144
230,95,141
235,188,234
236,195,240
237,201,245
234,204,247
232,205,248
231,207,249
232,208,248
233,209,243
231,207,239
233,203,238
230,197,234
225,188,226
219,182,222
222,187,227
227,196,235
234,207,246
241,217,252
245,224,255
247,224,255
249,223,253
253,223,252
255,219,249
255,214,245
252,207,240
250,205,238
247,202,235
242,200,235
239,198,235
241,200,237
244,203,241
249,203,246
253,201,248
255,198,249
255,192,249
255,185,246
255,173,239
255,157,227
245,140,213
246,129,202
254,119,189
251,106,174
241,94,162
236,89,157
235,86,154
233,82,151
236,82,153
239,86,155
236,86,152
236,89,151
237,93,152
238,97,154
238,101,153
238,103,153
234,102,149
231,102,147
245,194,238
241,192,238
234,188,234
228,185,230
223,182,227
217,179,221
216,179,219
210,176,213
208,172,208
208,167,205
206,161,200
202,152,194
199,148,192
205,156,200
210,168,209
221,184,224
227,196,233
235,207,243
238,213,247
244,217,250
248,220,250
250,219,248
250,214,244
249,204,237
248,203,236
248,202,238
244,202,237
243,202,239
243,205,241
246,207,245
249,207,248
252,206,249
255,203,250
255,197,249
255,191,247
255,182,240
253,168,230
244,153,216
244,142,207
247,128,189
244,115,176
232,101,164
231,95,159
229,91,155
227,85,150
229,82,150
230,84,149
232,86,150
233,90,152
234,94,153
234,99,155
233,101,154
230,103,154
231,106,155
231,109,155
237,179,227
225,167,215
215,157,205
206,149,194
201,142,187
194,138,181
184,132,172
180,128,168
182,124,165
182,119,163
179,114,160
183,115,162
194,129,175
202,143,188
213,162,206
218,176,217
227,190,230
233,200,237
238,208,243
245,216,249
248,217,248
249,215,246
248,205,238
251,205,241
252,206,242
251,209,244
251,210,247
251,213,249
252,214,250
253,214,252
252,210,251
254,208,250
255,205,249
255,200,248
255,193,242
251,182,233
244,170,222
244,162,215
244,146,198
241,133,186
232,119,176
232,112,170
230,106,166
228,98,159
227,90,152
227,87,150
235,95,158
238,98,161
237,103,163
235,106,163
233,109,163
231,112,163
232,117,166
233,121,169
209,135,183
197,121,169
190,109,158
180,98,147
172,92,139
160,87,133
156,83,129
161,81,128
164,79,129
169,80,130
177,87,140
193,105,158
202,123,174
215,144,194
216,159,204
224,175,219
228,188,229
235,201,238
242,212,247
247,218,251
250,217,251
253,209,245
255,210,248
255,211,249
255,215,252
255,217,254
255,220,255
255,221,255
255,222,255
252,216,252
253,215,251
254,213,250
254,211,248
255,207,245
251,200,238
244,191,230
244,184,224
241,169,211
239,157,200
234,144,190
236,137,187
238,130,183
234,117,172
230,104,163
227,97,158
239,106,168
242,109,171
244,116,175
243,123,178
243,129,183
244,136,188
245,142,193
246,146,194
185,93,144
176,78,130
169,68,119
163,58,109
154,51,102
145,48,98
141,46,96
148,44,97
155,47,100
164,51,108
175,62,119
193,83,141
204,103,159
214,126,180
218,143,194
224,165,210
230,182,224
237,197,238
245,211,248
248,218,253
251,218,252
255,215,252
255,215,253
255,217,254
255,218,255
255,220,255
255,223,255
255,225,255
255,225,255
253,221,252
252,221,252
252,221,250
252,221,250
254,221,248
250,217,244
247,212,239
246,206,234
244,194,226
241,180,216
240,170,210
244,165,208
249,157,204
243,140,191
236,122,176
231,110,168
238,114,174
241,117,177
245,125,184
251,138,195
255,151,207
255,164,216
255,171,222
255,173,224
160,42,95
159,35,87
156,26,79
148,21,73
144,22,76
140,20,75
148,19,78
156,22,82
166,26,89
179,39,102
194,61,124
204,82,142
213,106,163
220,128,181
229,155,203
238,179,223
247,199,241
252,213,251
252,219,254
250,217,252
255,218,255
255,218,255
255,217,254
255,218,255
255,218,255
255,221,255
255,223,255
255,225,255
254,224,253
252,225,251
251,227,251
251,230,252
252,232,251
251,232,249
247,229,246
245,226,243
246,217,242
244,206,234
244,197,229
255,194,230
255,186,228
255,166,212
245,141,194
238,127,183
233,115,174
235,117,176
239,126,184
251,144,201
255,164,220
255,180,233
255,185,237
255,185,237
158,16,69
157,9,63
152,4,58
152,9,66
150,6,65
156,6,66
164,7,71
172,13,77
182,24,90
197,45,110
205,65,128
215,91,151
221,117,172
235,150,200
246,179,224
255,202,242
255,215,252
254,218,254
251,215,251
255,219,255
255,218,255
255,216,253
255,215,252
255,215,252
255,217,254
255,220,254
255,222,253
255,226,255
254,227,253
251,230,252
252,233,252
251,238,252
250,240,252
247,239,249
245,237,248
246,234,252
244,224,247
248,217,244
255,215,246
255,205,244
255,184,228
250,158,207
243,139,194
225,115,173
228,116,174
231,123,182
245,143,201
255,166,223
255,181,237
255,184,239
255,182,236
164,6,60
166,3,55
164,0,55
164,0,58
169,4,65
172,1,63
174,0,63
183,5,70
184,9,76
190,24,89
201,48,111
210,76,136
219,107,161
237,145,194
248,176,219
254,197,236
255,213,249
255,220,255
255,221,255
255,215,250
255,214,249
254,210,247
247,203,240
240,196,233
239,196,233
245,203,238
249,210,242
253,217,247
255,224,251
255,233,255
255,241,255
255,244,255
254,246,255
255,251,255
255,253,255
249,246,255
251,242,255
255,234,255
255,226,255
255,217,254
255,202,243
255,174,222
246,150,204
224,121,178
216,110,169
213,109,170
227,129,189
249,157,216
255,175,233
255,181,238
255,181,237
173,0,52
174,0,51
172,0,54
180,2,61
183,0,61
182,0,59
187,2,66
186,4,68
191,17,81
198,42,103
212,75,131
223,108,158
239,147,194
252,179,219
255,197,235
255,211,244
255,219,249
255,220,250
253,214,246
251,209,244
244,200,236
234,190,227
229,182,220
230,183,221
241,192,230
247,201,237
255,213,246
255,221,251
255,231,255
255,239,255
255,243,255
255,246,255
253,249,255
250,249,255
246,247,255
248,244,255
254,238,255
255,230,255
255,222,255
255,207,247
255,179,228
249,157,210
223,123,181
212,109,170
206,106,166
217,120,182
236,146,206
248,164,223
250,170,231
248,172,230
179,0,49
179,0,51
189,4,60
190,2,61
187,0,58
189,0,61
185,2,62
187,17,76
196,43,99
210,79,130
224,115,161
246,157,200
255,188,223
255,203,236
255,213,242
255,220,246
255,222,249
252,216,246
247,208,240
235,193,228
223,176,214
219,168,206
221,168,208
233,177,218
242,186,227
255,203,242
255,212,245
255,224,252
255,233,255
255,240,255
255,242,255
255,245,255
255,247,255
248,247,255
249,244,255
255,240,255
255,234,255
255,225,255
255,211,252
255,185,236
252,164,218
225,129,189
215,114,176
206,105,167
215,115,180
230,136,200
241,152,215
245,159,223
245,162,224
182,0,49
190,7,58
191,5,59
186,2,56
187,4,60
182,8,62
186,26,80
196,55,106
211,92,137
227,130,170
251,173,210
255,202,232
255,214,242
255,223,247
255,229,250
255,232,255
254,223,250
249,213,243
237,196,228
223,177,213
218,162,203
220,159,203
227,164,208
234,169,214
249,185,227
253,193,233
255,206,240
255,219,248
255,229,255
255,237,255
255,240,255
255,241,255
250,241,255
251,241,255
255,238,255
255,232,255
255,224,255
255,210,254
255,186,238
250,166,221
231,136,197
220,120,185
214,112,177
223,120,187
236,138,204
247,150,216
249,155,220
248,156,221
185,7,54
185,7,54
181,7,55
183,14,63
182,24,71
188,45,90
200,76,118
217,114,152
231,150,183
253,191,221
255,216,239
255,225,247
255,233,251
255,238,253
255,240,255
255,231,254
253,220,247
245,204,236
233,185,221
225,167,208
221,156,201
224,152,199
225,151,199
237,161,209
240,167,213
244,178,220
251,192,230
255,206,240
255,218,247
255,225,251
255,229,254
250,228,255
250,230,255
255,229,255
255,224,255
255,217,255
255,204,250
255,181,235
247,162,220
234,139,200
225,125,190
224,119,186
233,127,196
248,142,211
255,150,219
254,151,219
254,151,219
183,16,57
188,23,66
198,41,85
200,56,98
206,79,118
216,108,144
229,142,175
239,173,202
255,207,231
255,228,247
255,235,250
255,240,253
255,244,255
255,244,255
255,235,254
255,226,251
251,213,243
243,195,231
236,176,217
228,158,205
224,145,196
221,137,191
227,141,195
229,144,196
229,150,201
234,162,208
241,178,218
248,191,229
252,202,236
249,208,239
242,211,242
242,215,248
250,217,252
255,213,252
255,208,252
255,196,245
253,176,233
245,159,219
230,136,200
226,126,192
227,121,190
239,130,199
253,141,211
255,145,215
255,143,213
253,141,211
214,59,96
231,86,124
237,106,143
239,126,160
244,151,182
247,176,203
251,199,222
255,226,243
255,240,253
255,244,255
255,248,255
255,249,254
255,246,255
255,239,255
255,231,255
255,221,251
255,205,239
249,186,228
239,165,213
231,147,201
227,136,192
232,136,196
228,134,191
223,134,190
223,141,193
228,154,202
236,170,212
241,181,221
239,188,225
230,193,227
232,199,234
244,203,241
251,203,245
255,199,247
255,191,242
252,175,233
246,160,222
231,137,202
227,126,194
228,121,190
240,128,200
251,137,207
255,139,209
252,134,205
250,132,203
251,128,160
255,150,179
255,167,193
255,190,211
253,203,221
255,222,237
255,240,252
255,249,255
255,252,255
255,254,255
254,253,255
255,250,255
255,244,255
255,236,255
255,227,253
255,215,246
253,196,234
244,175,218
236,155,204
231,143,197
236,142,199
230,136,195
222,131,187
221,132,188
225,141,195
234,155,206
241,167,215
238,175,219
228,178,218
231,187,226
241,192,236
249,195,242
255,194,244
255,188,244
252,174,235
248,161,225
233,138,205
229,127,198
227,121,192
235,125,197
247,133,203
250,134,204
248,130,201
245,128,197
255,190,211
255,208,223
255,218,229
255,238,243
255,243,247
255,251,252
254,254,254
251,253,253
250,252,252
252,254,254
255,254,255
255,248,255
255,241,255
255,234,254
255,223,247
255,210,239
252,196,231
247,182,221
244,172,215
241,160,209
234,148,202
225,136,192
222,131,187
227,135,194
239,146,207
248,158,218
248,167,224
241,179,227
239,184,229
244,185,235
250,186,238
255,188,243
255,184,244
252,171,234
245,156,225
234,141,210
234,136,206
232,130,201
233,129,200
236,130,199
240,134,201
245,136,204
246,138,204
255,228,238
255,236,239
253,242,244
252,248,247
252,253,249
252,255,251
251,254,252
252,253,251
252,253,251
255,253,255
253,244,254
255,240,254
254,235,252
255,229,249
255,222,246
255,211,240
254,201,234
255,192,231
247,176,219
240,161,210
229,143,197
221,132,188
224,131,192
235,139,203
246,149,215
247,159,219
242,168,220
240,174,223
244,175,226
248,176,229
254,178,236
255,178,239
254,167,233
246,155,224
246,150,221
244,145,217
241,142,212
241,139,210
244,141,209
247,142,209
249,143,210
249,143,209
255,240,243
254,246,247
254,250,249
255,253,252
255,254,253
255,253,252
255,251,250
255,250,251
255,249,252
248,240,250
247,238,251
249,236,252
252,233,252
255,230,253
255,224,252
255,216,248
255,209,247
255,193,235
249,177,223
235,156,207
222,138,192
220,133,189
226,136,195
236,143,204
238,151,209
238,159,210
236,161,212
240,162,215
243,162,217
249,165,224
255,166,229
253,160,227
247,152,219
251,152,222
251,149,220
249,145,216
250,144,215
251,144,213
250,144,211
251,142,210
249,140,208
255,250,251
254,252,251
255,254,253
255,255,254
255,253,253
255,249,251
255,247,249
255,245,251
243,239,250
240,237,252
243,236,251
249,235,253
254,233,255
255,229,255
255,223,253
255,218,251
255,206,245
255,192,234
242,173,218
228,154,202
223,143,196
224,142,195
228,145,200
231,149,202
236,154,206
238,157,206
238,156,208
238,154,208
245,155,214
250,157,218
250,153,219
245,146,214
249,148,216
249,145,216
251,143,215
250,142,214
252,143,212
251,142,211
250,139,207
248,137,205
255,255,255
255,254,255
255,252,254
255,249,253
255,244,249
255,243,249
240,238,250
237,237,253
239,236,252
244,236,253
250,235,255
254,232,255
255,227,255
255,223,255
255,212,248
255,203,242
248,190,231
239,176,218
231,163,210
228,158,205
226,155,205
230,155,206
239,160,209
244,162,211
244,161,213
243,157,211
245,156,212
248,156,215
247,151,215
243,145,211
246,145,213
247,144,212
249,142,211
249,142,211
252,143,212
253,141,211
253,139,209
250,136,206
255,254,255
255,253,255
255,250,254
255,244,249
255,240,249
242,237,252
237,236,252
239,236,252
244,235,255
250,237,255
255,236,255
255,233,255
255,231,255
255,216,248
255,212,248
253,207,243
248,197,235
240,187,227
232,179,219
231,175,218
234,173,217
245,176,221
254,179,225
254,178,226
252,173,224
251,169,222
250,166,221
247,160,218
244,151,212
240,143,209
240,142,208
243,140,207
246,141,208
248,142,209
249,140,208
249,137,207
247,136,204
255,251,255
255,245,252
255,240,251
247,236,252
243,234,254
245,234,254
247,234,255
251,235,255
255,236,255
255,234,255
255,231,255
253,223,252
255,223,254
255,221,252
249,214,248
243,206,240
236,199,233
235,194,231
237,193,230
247,194,234
255,197,241
255,200,244
255,195,241
255,189,238
252,183,234
249,174,228
244,166,220
237,153,212
238,150,210
239,145,209
241,144,208
245,143,208
247,143,208
246,140,207
246,138,204
255,239,252
255,236,255
254,233,255
253,231,255
252,230,254
253,231,255
253,231,255
251,229,254
249,227,252
251,228,255
253,230,255
252,228,255
247,223,253
240,216,246
234,210,240
232,208,240
236,207,240
244,206,242
255,211,250
255,216,255
255,212,254
254,205,249
252,199,243
245,187,235
241,179,227
236,169,220
239,164,218
238,159,216
241,156,214
246,153,214
248,151,213
248,149,211
246,147,209
255,228,254
255,228,255
255,229,255
255,224,251
246,217,243
242,215,241
243,218,244
243,221,249
245,226,253
244,227,254
238,223,250
235,220,248
236,222,250
237,223,251
236,220,251
242,221,254
246,222,255
245,221,255
244,218,254
244,215,254
246,212,252
244,207,247
245,201,242
239,190,234
239,184,229
242,177,226
245,174,224
251,173,226
252,170,223
249,163,217
243,157,211
247,207,235
234,199,226
228,197,224
229,202,228
232,209,237
236,217,244
239,222,249
236,221,249
236,222,250
236,224,252
237,225,253
234,222,252
233,220,252
234,218,252
233,217,251
232,216,250
235,218,251
239,220,253
242,218,252
243,216,250
240,207,242
242,201,238
243,196,235
247,194,234
254,193,237
254,189,234
251,182,227
247,175,221
213,175,205
215,181,211
227,196,227
231,205,235
235,211,241
233,212,244
233,212,244
233,215,246
231,213,244
228,209,242
223,206,240
219,203,237
218,203,235
223,208,240
231,216,247
238,224,252
243,228,255
247,230,255
245,223,251
246,221,249
249,217,248
255,216,248
255,214,250
255,211,247
255,203,240
251,197,234
231,194,226
234,199,233
232,199,233
227,194,229
222,189,224
220,187,222
218,184,221
214,180,217
210,177,214
206,175,212
206,179,213
215,191,223
226,206,235
236,219,246
245,229,253
252,236,255
248,233,254
250,233,254
252,233,254
255,234,255
255,232,255
255,228,253
255,221,247
250,215,241
211,158,198
206,153,193
204,148,191
201,145,188
198,140,181
194,138,179
198,147,185
209,164,197
222,184,214
232,202,227
246,220,243
255,237,254
254,239,253
253,240,254
255,242,255
255,244,255
255,244,255
255,241,255
253,235,252
249,231,248
187,111,159
188,107,156
183,99,147
180,99,144
184,108,150
194,127,164
205,148,179
216,171,197
237,202,222
254,229,243
255,243,254
255,246,254
255,249,255
255,252,255
255,252,255
251,249,255
249,246,255
247,244,253
167,65,120
171,61,113
168,59,108
166,67,113
173,84,124
180,105,137
194,133,159
223,177,196
250,215,229
255,243,253
255,248,254
255,252,254
252,254,255
250,254,255
246,254,254
245,253,253
243,253,253
166,36,89
161,33,82
157,38,83
160,53,92
164,73,106
179,105,131
213,157,176
242,204,216
255,244,249
255,247,250
251,251,251
247,253,252
244,252,251
242,253,251
243,254,252
243,254,252
147,14,54
153,33,68
161,59,87
179,97,120
211,152,167
235,198,208
255,235,240
253,248,249
251,255,255
248,255,255
245,253,253
247,252,253
251,253,254
252,251,253
153,28,60
164,57,83
183,98,118
213,154,168
237,200,208
252,238,240
251,249,249
250,255,255
246,255,255
247,252,253
249,253,254
255,252,254
255,251,253
188,106,125
219,163,176
242,208,215
253,239,241
250,251,249
250,255,254
245,255,253
247,253,252
249,254,253
253,252,254
254,251,253
251,219,224
255,243,243
250,251,249
250,255,254
247,255,253
247,253,252
250,255,254
254,253,255
253,250,252
252,253,249
250,255,254
246,255,252
248,254,253
253,255,255
254,253,255
253,250,252
247,254,251
249,254,253
253,255,255
255,254,255
253,250,252
251,253,253
255,255,255
255,254,255
255,249,254
253,253,253
255,254,255
255,253,255
254,248,253
255,252,254
255,252,255
254,246,253
248,240,247
255,251,255
255,250,255
255,243,254
249,235,247
255,250,255
255,248,255
255,245,255
254,235,250
244,225,240
255,247,255
255,243,255
255,236,252
248,222,240
233,208,228
255,250,255
255,243,255
255,237,255
255,226,247
237,205,229
220,188,212
255,248,255
255,241,255
255,233,254
255,219,243
231,194,220
209,174,200
255,246,255
255,240,255
255,231,255
255,215,242
230,190,218
205,167,195
255,246,255
255,240,255
255,233,255
255,216,244
231,189,220
207,165,196
250,249,255
255,247,255
255,242,255
255,234,255
255,220,248
242,195,227
224,174,208
251,253,255
253,249,255
255,243,255
255,235,255
255,222,253
250,200,234
235,181,216
248,254,255
250,252,255
253,248,255
255,241,255
255,234,255
255,224,254
252,205,238
240,188,225
245,251,255
249,251,255
252,246,255
255,240,255
255,232,255
255,221,253
251,203,239
239,187,224
243,248,255
249,249,255
255,247,255
255,240,255
255,231,255
255,218,250
246,198,234
234,181,220
243,249,255
246,246,255
254,249,255
255,246,255
255,237,255
255,224,255
255,209,245
241,188,227
228,173,212
251,247,255
253,243,255
255,244,255
255,239,255
255,227,254
254,211,244
246,195,232
233,176,215
221,161,201
250,240,252
255,244,255
255,239,255
255,238,255
255,230,255
255,215,246
248,198,232
237,183,220
225,166,204
214,153,191
249,225,243
255,233,253
255,232,255
255,226,253
255,214,243
245,195,227
230,174,209
220,162,197
220,159,195
222,160,196
241,211,230
254,216,238
255,221,246
255,214,242
255,206,236
247,193,223
234,177,210
223,166,199
221,164,197
228,168,202
232,175,208
247,200,226
251,197,226
255,198,229
249,189,220
240,180,211
228,168,199
220,161,192
219,162,193
228,174,204
241,190,218
249,200,228
